customer_id,churn_flag,churn_date,churn_reason
CUST00120,0,,Not Churned
CUST00121,0,,Not Churned
CUST00122,1,2026-02-09,High Price
CUST00123,0,,Not Churned
CUST00124,0,,Not Churned
CUST00125,0,,Not Churned
CUST00126,0,,Not Churned
CUST00127,0,,Not Churned
CUST00128,0,,Not Churned
CUST00129,0,,Not Churned
CUST00130,0,,Not Churned
CUST00131,0,,Not Churned
CUST00132,0,,Not Churned
CUST00133,0,,Not Churned
CUST00134,0,,Not Churned
CUST00135,1,2026-05-12,Poor Service
CUST00136,0,,Not Churned
CUST00137,0,,Not Churned
CUST00138,0,,Not Churned
CUST00139,0,,Not Churned
CUST00140,1,2026-08-08,Technical Issues
CUST00141,0,,Not Churned
CUST00142,0,,Not Churned
CUST00143,0,,Not Churned
CUST00144,1,2026-03-25,Customer Support
CUST00145,0,,Not Churned
CUST00146,0,,Not Churned
CUST00147,0,,Not Churned
CUST00148,0,,Not Churned
CUST00149,0,,Not Churned
CUST00150,0,,Not Churned
CUST00151,0,,Not Churned
CUST00152,1,2026-04-26,Poor Service
CUST00153,0,,Not Churned
CUST00154,0,,Not Churned
CUST00155,0,,Not Churned
CUST00156,1,2026-03-29,Customer Support
CUST00157,0,,Not Churned
CUST00158,0,,Not Churned
CUST00159,1,2026-07-22,High Price
CUST00160,1,2026-07-02,High Price
CUST00161,0,,Not Churned
CUST00162,1,2026-05-09,Poor Service
CUST00163,0,,Not Churned
CUST00164,0,,Not Churned
CUST00165,1,2026-04-12,Customer Support
CUST00166,1,2026-04-22,Customer Support
CUST00167,0,,Not Churned
CUST00168,0,,Not Churned
CUST00169,0,,Not Churned
CUST00170,0,,Not Churned
CUST00171,0,,Not Churned
CUST00172,0,,Not Churned
CUST00173,0,,Not Churned
CUST00174,0,,Not Churned
CUST00175,1,2026-08-17,Competitor
CUST00176,0,,Not Churned
CUST00177,1,2026-07-02,Competitor
CUST00178,1,2026-05-04,Other
CUST00179,0,,Not Churned
CUST00180,0,,Not Churned
CUST00181,0,,Not Churned
CUST00182,0,,Not Churned
CUST00183,1,2026-02-20,Other
CUST00184,0,,Not Churned
CUST00185,0,,Not Churned
CUST00186,0,,Not Churned
CUST00187,0,,Not Churned
CUST00188,0,,Not Churned
CUST00189,1,2026-04-12,Poor Service
CUST00190,0,,Not Churned
CUST00191,0,,Not Churned
CUST00192,0,,Not Churned
CUST00193,1,2026-02-19,Other
CUST00194,0,,Not Churned
CUST00195,0,,Not Churned
CUST00196,0,,Not Churned
CUST00197,0,,Not Churned
CUST00198,1,2026-08-26,Competitor
CUST00199,0,,Not Churned
CUST00200,0,,Not Churned
CUST00201,0,,Not Churned
CUST00202,0,,Not Churned
CUST00203,0,,Not Churned
CUST00204,1,2026-02-22,Technical Issues
CUST00205,1,2026-07-03,High Price
CUST00206,1,2026-04-29,Technical Issues
CUST00207,1,2026-06-13,Technical Issues
CUST00208,1,2026-01-14,Technical Issues
CUST00209,0,,Not Churned
CUST00210,1,2026-03-20,Not Using Product
CUST00211,1,2026-05-25,Poor Service
CUST00212,0,,Not Churned
CUST00213,0,,Not Churned
CUST00214,1,2026-07-19,Customer Support
CUST00215,0,,Not Churned
CUST00216,1,2026-06-04,Competitor
CUST00217,1,2026-02-08,Technical Issues
CUST00218,0,,Not Churned
CUST00219,0,,Not Churned
CUST00220,1,2026-08-18,Not Using Product
CUST00221,1,2026-02-08,Competitor
CUST00222,0,,Not Churned
CUST00223,1,2026-06-04,Technical Issues
CUST00224,0,,Not Churned
CUST00225,0,,Not Churned
CUST00226,0,,Not Churned
CUST00227,0,,Not Churned
CUST00228,0,,Not Churned
CUST00229,0,,Not Churned
CUST00230,0,,Not Churned
CUST00231,0,,Not Churned
CUST00232,0,,Not Churned
CUST00233,0,,Not Churned
CUST00234,0,,Not Churned
CUST00235,0,,Not Churned
CUST00236,0,,Not Churned
CUST00237,0,,Not Churned
CUST00238,0,,Not Churned
CUST00239,0,,Not Churned
CUST00240,0,,Not Churned
CUST00241,1,2026-07-05,High Price
CUST00242,0,,Not Churned
CUST00243,0,,Not Churned
CUST00244,1,2026-01-16,High Price
CUST00245,0,,Not Churned
CUST00246,0,,Not Churned
CUST00247,0,,Not Churned
CUST00248,0,,Not Churned
CUST00249,0,,Not Churned
CUST00250,1,2026-06-22,Customer Support
CUST00251,0,,Not Churned
CUST00252,0,,Not Churned
CUST00253,0,,Not Churned
CUST00254,1,2026-07-10,Customer Support
CUST00255,0,,Not Churned
CUST00256,0,,Not Churned
CUST00257,1,2026-06-12,Poor Service
CUST00258,1,2026-01-18,Customer Support
CUST00259,1,2026-06-16,Technical Issues
CUST00260,0,,Not Churned
CUST00261,1,2026-06-16,Poor Service
CUST00262,0,,Not Churned
CUST00263,1,2026-08-23,Customer Support
CUST00264,0,,Not Churned
CUST00265,1,2026-03-22,Not Using Product
CUST00266,0,,Not Churned
CUST00267,0,,Not Churned
CUST00268,0,,Not Churned
CUST00269,0,,Not Churned
CUST00270,0,,Not Churned
CUST00271,0,,Not Churned
CUST00272,0,,Not Churned
CUST00273,0,,Not Churned
CUST00274,0,,Not Churned
CUST00275,0,,Not Churned
CUST00276,1,2026-06-20,Poor Service
CUST00277,0,,Not Churned
CUST00278,0,,Not Churned
CUST00279,0,,Not Churned
CUST00280,0,,Not Churned
CUST00281,0,,Not Churned
CUST00282,0,,Not Churned
CUST00283,1,2026-01-20,Other
CUST00284,0,,Not Churned
CUST00285,0,,Not Churned
CUST00286,0,,Not Churned
CUST00287,0,,Not Churned
CUST00288,1,2026-01-12,Competitor
CUST00289,0,,Not Churned
CUST00290,0,,Not Churned
CUST00291,1,2026-05-19,Other
CUST00292,0,,Not Churned
CUST00293,1,2026-03-22,Not Using Product
CUST00294,0,,Not Churned
CUST00295,0,,Not Churned
CUST00296,0,,Not Churned
CUST00297,0,,Not Churned
CUST00298,1,2026-07-24,Technical Issues
CUST00299,0,,Not Churned
CUST00300,0,,Not Churned
CUST00301,1,2026-03-06,Not Using Product
CUST00302,0,,Not Churned
CUST00303,0,,Not Churned
CUST00304,1,2026-07-03,High Price
CUST00305,0,,Not Churned
CUST00306,1,2026-04-01,Competitor
CUST00307,0,,Not Churned
CUST00308,0,,Not Churned
CUST00309,0,,Not Churned
CUST00310,1,2026-06-05,High Price
CUST00311,1,2026-07-24,Competitor
CUST00312,0,,Not Churned
CUST00313,0,,Not Churned
CUST00314,1,2026-02-19,Competitor
CUST00315,0,,Not Churned
CUST00316,0,,Not Churned
CUST00317,0,,Not Churned
CUST00318,0,,Not Churned
CUST00319,0,,Not Churned
CUST00320,1,2026-05-28,Not Using Product
CUST00321,0,,Not Churned
CUST00322,0,,Not Churned
CUST00323,0,,Not Churned
CUST00324,0,,Not Churned
CUST00325,0,,Not Churned
CUST00326,0,,Not Churned
CUST00327,0,,Not Churned
CUST00328,0,,Not Churned
CUST00329,0,,Not Churned
CUST00330,0,,Not Churned
CUST00331,0,,Not Churned
CUST00332,1,2026-05-10,Technical Issues
CUST00333,0,,Not Churned
CUST00334,1,2026-01-05,Other
CUST00335,0,,Not Churned
CUST00336,1,2026-08-07,Not Using Product
CUST00337,0,,Not Churned
CUST00338,1,2026-04-27,Technical Issues
CUST00339,0,,Not Churned
CUST00340,0,,Not Churned
CUST00341,0,,Not Churned
CUST00342,0,,Not Churned
CUST00343,0,,Not Churned
CUST00344,1,2026-05-30,Other
CUST00345,0,,Not Churned
CUST00346,1,2026-03-09,Customer Support
CUST00347,0,,Not Churned
CUST00348,0,,Not Churned
CUST00349,1,2026-05-26,Customer Support
CUST00350,1,2026-07-06,Competitor
CUST00351,0,,Not Churned
CUST00352,1,2026-02-07,Customer Support
CUST00353,1,2026-08-15,Customer Support
CUST00354,0,,Not Churned
CUST00355,0,,Not Churned
CUST00356,0,,Not Churned
CUST00357,1,2026-06-15,Customer Support
CUST00358,0,,Not Churned
CUST00359,1,2026-05-27,Technical Issues
CUST00360,0,,Not Churned
CUST00361,0,,Not Churned
CUST00362,1,2026-06-10,Competitor
CUST00363,0,,Not Churned
CUST00364,1,2026-01-28,Other
CUST00365,0,,Not Churned
CUST00366,1,2026-02-14,Not Using Product
CUST00367,0,,Not Churned
CUST00368,0,,Not Churned
CUST00369,0,,Not Churned
CUST00370,0,,Not Churned
CUST00371,0,,Not Churned
CUST00372,0,,Not Churned
CUST00373,1,2026-06-29,Other
CUST00374,0,,Not Churned
CUST00375,1,2026-01-28,Poor Service
CUST00376,0,,Not Churned
CUST00377,1,2026-03-23,Technical Issues
CUST00378,1,2026-08-03,Not Using Product
CUST00379,0,,Not Churned
CUST00380,0,,Not Churned
CUST00381,0,,Not Churned
CUST00382,0,,Not Churned
CUST00383,0,,Not Churned
CUST00384,0,,Not Churned
CUST00385,1,2026-04-09,Not Using Product
CUST00386,0,,Not Churned
CUST00387,0,,Not Churned
CUST00388,1,2026-01-22,Technical Issues
CUST00389,0,,Not Churned
CUST00390,1,2026-08-28,Other
CUST00391,0,,Not Churned
CUST00392,0,,Not Churned
CUST00393,1,2026-02-07,Not Using Product
CUST00394,0,,Not Churned
CUST00395,0,,Not Churned
CUST00396,0,,Not Churned
CUST00397,0,,Not Churned
CUST00398,0,,Not Churned
CUST00399,0,,Not Churned
CUST00400,0,,Not Churned
CUST00401,0,,Not Churned
CUST00402,0,,Not Churned
CUST00403,0,,Not Churned
CUST00404,0,,Not Churned
CUST00405,1,2026-01-25,High Price
CUST00406,0,,Not Churned
CUST00407,0,,Not Churned
CUST00408,1,2026-03-09,Customer Support
CUST00409,1,2026-07-17,Technical Issues
CUST00410,1,2026-06-27,Poor Service
CUST00411,0,,Not Churned
CUST00412,0,,Not Churned
CUST00413,0,,Not Churned
CUST00414,0,,Not Churned
CUST00415,1,2026-08-08,Not Using Product
CUST00416,1,2026-04-28,Poor Service
CUST00417,0,,Not Churned
CUST00418,0,,Not Churned
CUST00419,1,2026-08-02,High Price
CUST00420,1,2026-08-08,Other
CUST00421,0,,Not Churned
CUST00422,0,,Not Churned
CUST00423,0,,Not Churned
CUST00424,1,2026-04-17,Competitor
CUST00425,0,,Not Churned
CUST00426,0,,Not Churned
CUST00427,1,2026-06-28,Poor Service
CUST00428,1,2026-06-04,Poor Service
CUST00429,1,2026-04-02,Poor Service
CUST00430,0,,Not Churned
CUST00431,1,2026-08-06,Customer Support
CUST00432,0,,Not Churned
CUST00433,0,,Not Churned
CUST00434,0,,Not Churned
CUST00435,0,,Not Churned
CUST00436,1,2026-01-05,Other
CUST00437,1,2026-07-07,Customer Support
CUST00438,0,,Not Churned
CUST00439,0,,Not Churned
CUST00440,0,,Not Churned
CUST00441,0,,Not Churned
CUST00442,1,2026-02-28,Technical Issues
CUST00443,1,2026-07-18,Technical Issues
CUST00444,0,,Not Churned
CUST00445,1,2026-08-23,Not Using Product
CUST00446,1,2026-04-19,Competitor
CUST00447,1,2026-07-13,Competitor
CUST00448,0,,Not Churned
CUST00449,1,2026-01-12,Poor Service
CUST00450,0,,Not Churned
CUST00451,0,,Not Churned
CUST00452,0,,Not Churned
CUST00453,0,,Not Churned
CUST00454,0,,Not Churned
CUST00455,0,,Not Churned
CUST00456,0,,Not Churned
CUST00457,1,2026-05-11,Competitor
CUST00458,0,,Not Churned
CUST00459,0,,Not Churned
CUST00460,0,,Not Churned
CUST00461,0,,Not Churned
CUST00462,0,,Not Churned
CUST00463,0,,Not Churned
CUST00464,0,,Not Churned
CUST00465,0,,Not Churned
CUST00466,1,2026-03-26,Poor Service
CUST00467,0,,Not Churned
CUST00468,1,2026-08-19,Not Using Product
CUST00469,0,,Not Churned
CUST00470,0,,Not Churned
CUST00471,0,,Not Churned
CUST00472,0,,Not Churned
CUST00473,0,,Not Churned
CUST00474,1,2026-08-13,Not Using Product
CUST00475,0,,Not Churned
CUST00476,0,,Not Churned
CUST00477,0,,Not Churned
CUST00478,1,2026-07-11,Not Using Product
CUST00479,1,2026-05-03,Technical Issues
CUST00480,0,,Not Churned
CUST00481,1,2026-04-20,Not Using Product
CUST00482,0,,Not Churned
CUST00483,0,,Not Churned
CUST00484,0,,Not Churned
CUST00485,1,2026-03-18,Other
CUST00486,0,,Not Churned
CUST00487,0,,Not Churned
CUST00488,0,,Not Churned
CUST00489,0,,Not Churned
CUST00490,0,,Not Churned
CUST00491,1,2026-06-02,Technical Issues
CUST00492,0,,Not Churned
CUST00493,0,,Not Churned
CUST00494,0,,Not Churned
CUST00495,0,,Not Churned
CUST00496,0,,Not Churned
CUST00497,1,2026-05-09,Poor Service
CUST00498,0,,Not Churned
CUST00499,0,,Not Churned
CUST00500,0,,Not Churned
CUST00501,0,,Not Churned
CUST00502,0,,Not Churned
CUST00503,0,,Not Churned
CUST00504,0,,Not Churned
CUST00505,0,,Not Churned
CUST00506,0,,Not Churned
CUST00507,0,,Not Churned
CUST00508,1,2026-05-21,Poor Service
CUST00509,0,,Not Churned
CUST00510,0,,Not Churned
CUST00511,0,,Not Churned
CUST00512,1,2026-08-28,Poor Service
CUST00513,0,,Not Churned
CUST00514,1,2026-07-12,Competitor
CUST00515,0,,Not Churned
CUST00516,0,,Not Churned
CUST00517,1,2026-04-05,Technical Issues
CUST00518,0,,Not Churned
CUST00519,0,,Not Churned
CUST00520,0,,Not Churned
CUST00521,0,,Not Churned
CUST00522,0,,Not Churned
CUST00523,0,,Not Churned
CUST00524,0,,Not Churned
CUST00525,1,2026-04-28,Other
CUST00526,1,2026-06-27,Technical Issues
CUST00527,1,2026-07-19,Poor Service
CUST00528,0,,Not Churned
CUST00529,1,2026-05-22,High Price
CUST00530,0,,Not Churned
CUST00531,0,,Not Churned
CUST00532,0,,Not Churned
CUST00533,0,,Not Churned
CUST00534,0,,Not Churned
CUST00535,1,2026-06-04,Poor Service
CUST00536,0,,Not Churned
CUST00537,0,,Not Churned
CUST00538,1,2026-07-09,Technical Issues
CUST00539,0,,Not Churned
CUST00540,0,,Not Churned
CUST00541,1,2026-07-01,Other
CUST00542,0,,Not Churned
CUST00543,1,2026-04-28,Poor Service
CUST00544,1,2026-04-18,Technical Issues
CUST00545,0,,Not Churned
CUST00546,0,,Not Churned
CUST00547,0,,Not Churned
CUST00548,1,2026-07-23,Competitor
CUST00549,1,2026-04-20,Competitor
CUST00550,0,,Not Churned
CUST00551,0,,Not Churned
CUST00552,0,,Not Churned
CUST00553,1,2026-05-06,Technical Issues
CUST00554,0,,Not Churned
CUST00555,0,,Not Churned
CUST00556,0,,Not Churned
CUST00557,1,2026-01-13,Poor Service
CUST00558,0,,Not Churned
CUST00559,1,2026-06-05,Poor Service
CUST00560,0,,Not Churned
CUST00561,1,2026-01-12,Customer Support
CUST00562,0,,Not Churned
CUST00563,0,,Not Churned
CUST00564,0,,Not Churned
CUST00565,1,2026-01-17,Competitor
CUST00566,0,,Not Churned
CUST00567,1,2026-02-23,High Price
CUST00568,0,,Not Churned
CUST00569,0,,Not Churned
CUST00570,1,2026-04-27,High Price
CUST00571,1,2026-01-06,Poor Service
CUST00572,0,,Not Churned
CUST00573,0,,Not Churned
CUST00574,0,,Not Churned
CUST00575,0,,Not Churned
CUST00576,1,2026-02-28,Competitor
CUST00577,0,,Not Churned
CUST00578,1,2026-03-30,Competitor
CUST00579,0,,Not Churned
CUST00580,1,2026-04-02,Technical Issues
CUST00581,0,,Not Churned
CUST00582,0,,Not Churned
CUST00583,0,,Not Churned
CUST00584,0,,Not Churned
CUST00585,0,,Not Churned
CUST00586,1,2026-03-28,Competitor
CUST00587,0,,Not Churned
CUST00588,0,,Not Churned
CUST00589,0,,Not Churned
CUST00590,1,2026-08-12,Customer Support
CUST00591,0,,Not Churned
CUST00592,0,,Not Churned
CUST00593,1,2026-08-26,Not Using Product
CUST00594,0,,Not Churned
CUST00595,0,,Not Churned
CUST00596,1,2026-03-17,Customer Support
CUST00597,1,2026-01-16,Other
CUST00598,0,,Not Churned
CUST00599,1,2026-03-05,High Price
CUST00600,1,2026-08-19,Not Using Product
CUST00601,0,,Not Churned
CUST00602,0,,Not Churned
CUST00603,0,,Not Churned
CUST00604,1,2026-07-24,Poor Service
CUST00605,0,,Not Churned
CUST00606,0,,Not Churned
CUST00607,1,2026-07-13,Poor Service
CUST00608,0,,Not Churned
CUST00609,1,2026-04-09,Other
CUST00610,0,,Not Churned
CUST00611,0,,Not Churned
CUST00612,0,,Not Churned
CUST00613,0,,Not Churned
CUST00614,0,,Not Churned
CUST00615,1,2026-05-24,Technical Issues
CUST00616,0,,Not Churned
CUST00617,0,,Not Churned
CUST00618,1,2026-01-18,Other
CUST00619,0,,Not Churned
CUST00620,0,,Not Churned
CUST00621,1,2026-04-14,Other
CUST00622,0,,Not Churned
CUST00623,1,2026-04-22,Competitor
CUST00624,1,2026-08-09,Other
CUST00625,0,,Not Churned
CUST00626,0,,Not Churned
CUST00627,0,,Not Churned
CUST00628,0,,Not Churned
CUST00629,0,,Not Churned
CUST00630,0,,Not Churned
CUST00631,0,,Not Churned
CUST00632,1,2026-03-10,Competitor
CUST00633,0,,Not Churned
CUST00634,0,,Not Churned
CUST00635,1,2026-03-02,Other
CUST00636,1,2026-06-28,Not Using Product
CUST00637,0,,Not Churned
CUST00638,0,,Not Churned
CUST00639,1,2026-06-28,Poor Service
CUST00640,0,,Not Churned
CUST00641,0,,Not Churned
CUST00642,1,2026-08-28,Other
CUST00643,0,,Not Churned
CUST00644,0,,Not Churned
CUST00645,1,2026-01-27,Customer Support
CUST00646,1,2026-07-08,Other
CUST00647,0,,Not Churned
CUST00648,0,,Not Churned
CUST00649,1,2026-08-14,Not Using Product
CUST00650,0,,Not Churned
CUST00651,0,,Not Churned
CUST00652,0,,Not Churned
CUST00653,0,,Not Churned
CUST00654,0,,Not Churned
CUST00655,1,2026-03-12,Competitor
CUST00656,0,,Not Churned
CUST00657,1,2026-02-26,Customer Support
CUST00658,0,,Not Churned
CUST00659,0,,Not Churned
CUST00660,1,2026-03-20,High Price
CUST00661,1,2026-05-07,High Price
CUST00662,0,,Not Churned
CUST00663,1,2026-04-22,Competitor
CUST00664,0,,Not Churned
CUST00665,0,,Not Churned
CUST00666,0,,Not Churned
CUST00667,1,2026-02-01,Poor Service
CUST00668,0,,Not Churned
CUST00669,0,,Not Churned
CUST00670,0,,Not Churned
CUST00671,0,,Not Churned
CUST00672,0,,Not Churned
CUST00673,0,,Not Churned
CUST00674,0,,Not Churned
CUST00675,0,,Not Churned
CUST00676,0,,Not Churned
CUST00677,0,,Not Churned
CUST00678,1,2026-05-22,High Price
CUST00679,0,,Not Churned
CUST00680,0,,Not Churned
CUST00681,0,,Not Churned
CUST00682,0,,Not Churned
CUST00683,0,,Not Churned
CUST00684,0,,Not Churned
CUST00685,1,2026-05-15,Competitor
CUST00686,0,,Not Churned
CUST00687,0,,Not Churned
CUST00688,0,,Not Churned
CUST00689,1,2026-05-20,Not Using Product
CUST00690,0,,Not Churned
CUST00691,0,,Not Churned
CUST00692,0,,Not Churned
CUST00693,0,,Not Churned
CUST00694,1,2026-03-19,Technical Issues
CUST00695,1,2026-06-03,Technical Issues
CUST00696,0,,Not Churned
CUST00697,0,,Not Churned
CUST00698,0,,Not Churned
CUST00699,0,,Not Churned
CUST00700,0,,Not Churned
CUST00701,0,,Not Churned
CUST00702,0,,Not Churned
CUST00703,0,,Not Churned
CUST00704,0,,Not Churned
CUST00705,0,,Not Churned
CUST00706,1,2026-03-09,Customer Support
CUST00707,0,,Not Churned
CUST00708,0,,Not Churned
CUST00709,1,2026-07-24,Not Using Product
CUST00710,1,2026-03-08,Customer Support
CUST00711,0,,Not Churned
CUST00712,0,,Not Churned
CUST00713,0,,Not Churned
CUST00714,0,,Not Churned
CUST00715,1,2026-07-17,Competitor
CUST00716,1,2026-03-20,High Price
CUST00717,0,,Not Churned
CUST00718,1,2026-06-22,High Price
CUST00719,0,,Not Churned
CUST00720,0,,Not Churned
CUST00721,1,2026-03-04,Poor Service
CUST00722,0,,Not Churned
CUST00723,1,2026-03-07,Competitor
CUST00724,1,2026-05-20,High Price
CUST00725,0,,Not Churned
CUST00726,0,,Not Churned
CUST00727,0,,Not Churned
CUST00728,0,,Not Churned
CUST00729,1,2026-04-18,High Price
CUST00730,1,2026-06-12,Poor Service
CUST00731,0,,Not Churned
CUST00732,0,,Not Churned
CUST00733,1,2026-04-28,Poor Service
CUST00734,0,,Not Churned
CUST00735,0,,Not Churned
CUST00736,0,,Not Churned
CUST00737,1,2026-06-02,Poor Service
CUST00738,0,,Not Churned
CUST00739,0,,Not Churned
CUST00740,0,,Not Churned
CUST00741,0,,Not Churned
CUST00742,0,,Not Churned
CUST00743,0,,Not Churned
CUST00744,0,,Not Churned
CUST00745,0,,Not Churned
CUST00746,0,,Not Churned
CUST00747,0,,Not Churned
CUST00748,0,,Not Churned
CUST00749,0,,Not Churned
CUST00750,0,,Not Churned
CUST00751,0,,Not Churned
CUST00752,0,,Not Churned
CUST00753,1,2026-05-01,Technical Issues
CUST00754,1,2026-02-14,Technical Issues
CUST00755,0,,Not Churned
CUST00756,0,,Not Churned
CUST00757,1,2026-07-24,High Price
CUST00758,0,,Not Churned
CUST00759,0,,Not Churned
CUST00760,0,,Not Churned
CUST00761,0,,Not Churned
CUST00762,0,,Not Churned
CUST00763,0,,Not Churned
CUST00764,0,,Not Churned
CUST00765,0,,Not Churned
CUST00766,1,2026-04-25,Customer Support
CUST00767,0,,Not Churned
CUST00768,0,,Not Churned
CUST00769,0,,Not Churned
CUST00770,0,,Not Churned
CUST00771,1,2026-04-13,Other
CUST00772,1,2026-06-16,Not Using Product
CUST00773,0,,Not Churned
CUST00774,0,,Not Churned
CUST00775,0,,Not Churned
CUST00776,0,,Not Churned
CUST00777,0,,Not Churned
CUST00778,0,,Not Churned
CUST00779,0,,Not Churned
CUST00780,0,,Not Churned
CUST00781,0,,Not Churned
CUST00782,0,,Not Churned
CUST00783,1,2026-05-25,Competitor
CUST00784,0,,Not Churned
CUST00785,0,,Not Churned
CUST00786,1,2026-04-01,Not Using Product
CUST00787,0,,Not Churned
CUST00788,0,,Not Churned
CUST00789,0,,Not Churned
CUST00790,0,,Not Churned
CUST00791,0,,Not Churned
CUST00792,0,,Not Churned
CUST00793,0,,Not Churned
CUST00794,1,2026-07-22,Poor Service
CUST00795,0,,Not Churned
CUST00796,0,,Not Churned
CUST00797,0,,Not Churned
CUST00798,0,,Not Churned
CUST00799,1,2026-04-05,Other
CUST00800,1,2026-07-20,High Price
CUST00801,0,,Not Churned
CUST00802,1,2026-02-06,High Price
CUST00803,1,2026-08-30,Customer Support
CUST00804,0,,Not Churned
CUST00805,0,,Not Churned
CUST00806,0,,Not Churned
CUST00807,0,,Not Churned
CUST00808,0,,Not Churned
CUST00809,1,2026-06-01,Poor Service
CUST00810,1,2026-07-30,Other
CUST00811,0,,Not Churned
CUST00812,0,,Not Churned
CUST00813,0,,Not Churned
CUST00814,1,2026-07-16,High Price
CUST00815,0,,Not Churned
CUST00816,0,,Not Churned
CUST00817,0,,Not Churned
CUST00818,0,,Not Churned
CUST00819,1,2026-06-26,Competitor
CUST00820,0,,Not Churned
CUST00821,0,,Not Churned
CUST00822,0,,Not Churned
CUST00823,0,,Not Churned
CUST00824,0,,Not Churned
CUST00825,0,,Not Churned
CUST00826,1,2026-01-05,Technical Issues
CUST00827,0,,Not Churned
CUST00828,0,,Not Churned
CUST00829,0,,Not Churned
CUST00830,0,,Not Churned
CUST00831,0,,Not Churned
CUST00832,0,,Not Churned
CUST00833,0,,Not Churned
CUST00834,0,,Not Churned
CUST00835,0,,Not Churned
CUST00836,0,,Not Churned
CUST00837,0,,Not Churned
CUST00838,0,,Not Churned
CUST00839,1,2026-04-22,Customer Support
CUST00840,0,,Not Churned
CUST00841,1,2026-02-08,Technical Issues
CUST00842,0,,Not Churned
CUST00843,0,,Not Churned
CUST00844,1,2026-08-23,Customer Support
CUST00845,0,,Not Churned
